"claim","verdict","summary","source","link"
"“Estados Unidos decide INVADIR VENEZUELA”.","false","Después de la elección presidencial del 28 de julio, el Secretario de Estado de Estados Unidos, Anthony Blinken, expresó preocupación sobre los resultados y pidió la publicación de la tabulación detallada de los votos. (Captura de pantalla de publicación en Facebook) El 30 de julio, el Presidente Joe Biden dijo que habló con el presidente de Brasil sobre asuntos bilaterales y regionales, incluyendo la elección en Venezuela. ""Estamos de acuerdo en la necesidad de que las autoridades electorales venezolanas publiquen las cifras de votos completas, transparentes y detalladas, a nivel de los centros de votación.","Facebook posts","https://www.politifact.com/factchecks/2024/jul/31/facebook-posts/estados-unidos-decidio-invadir-a-venezuela-tras-la/"
"President Joe Biden “killed his first wife.”","pants-fire","""Yall know Biden killed his first wife and blamed it on a drunk driver and the man hadn’t even been drinking and the police reports have been lost,"" the July 18 post said. We rate claims that Biden killed his first wife Pants on Fire! Nealia Biden, 30, was driving the family’s station wagon Dec. 18, 1972, when she and Biden’s infant daughter, Naomi, were killed in a collision.","Instagram posts","https://www.politifact.com/factchecks/2024/jul/31/instagram-posts/president-joe-bidens-first-wife-died-in-a-collisio/"
"Kamala Harris was “Indian all the way, and then all of a sudden, she made a turn and she went, she became a Black person.”","pants-fire","Trump said Harris was Indian and then ""made a turn"" and ""became a Black person."" Harris said she grew up embracing her Indian culture while proudly living as a Black girl. Harris has embraced her Black identity and multicultural background in several ways.","Donald Trump","https://www.politifact.com/factchecks/2024/jul/31/donald-trump/donald-trumps-pants-on-fire-claim-at-nabj-about-ho/"
"""Donald Trump intends to cut Social Security.""","barely-true","But the Harris campaign ignores most of what Trump has said during the 2024 campaign — namely, that he will not cut Social Security and Medicare. Trump has repeatedly said he would not cut Social Security at campaign rallies in Michigan and Georgia and in multiple posts on his Truth Social platform. ""Donald Trump intends to cut Social Security and Medicare,"" Harris said.","Kamala Harris","https://www.politifact.com/factchecks/2024/jul/31/kamala-harris/kamala-harris-repeats-dubious-claim-that-donald-tr/"
"“Even before the pandemic, America went into a manufacturing recession.”","mostly-true","There is no official definition for when an industrial sector enters recession, but by two common metrics — employment and output — U.S. manufacturing was tipping negative starting in early 2019, Trump’s third year in office. In other words, manufacturing output was declining for more than a year — then the pandemic hit. Although manufacturing employment rose robustly for the first two years of Trump’s term, this job growth stalled in his third year and fell slightly before the pandemic hit during his fourth year.","Pete Buttigieg","https://www.politifact.com/factchecks/2024/jul/31/pete-buttigieg/was-us-manufacturing-in-recession-before-the-pande/"
"Video shows that “JD Vance endorses Project 2025.”","false","But the Harris campaign’s claim is inaccurate: This video does not show Vance endorsing Project 2025 — he made these comments in 2021, more than a month before announcing his Senate run and two years before the Project 2025 plan was made public. Vance did not mention nor endorse Project 2025 then. Vance has expressed support from some — but not all — of the ideas Project 2025 promotes.","Kamala Harris","https://www.politifact.com/factchecks/2024/jul/31/kamala-harris/no-this-2021-video-does-not-show-trumps-vp-pick-jd/"
"""Kamala just launched her presidential campaign on RuPaul's Drag Race.""","false","Vice President Kamala Harris launched her presidential campaign soon after President Joe Biden announced July 21 that he would withdraw from the race and endorse Harris’ candidacy. On July 26, Harris appeared on the Season 9 finale of ""RuPaul’s Drag Race All Stars,"" a reality competition show airing on MTV. And on July 23, Harris appeared before a crowd of thousands in Milwaukee.","Social Media","https://www.politifact.com/factchecks/2024/jul/31/social-media/kamala-harris-rupauls-drag-race-spot-was-taped-bef/"
"Says Kamala Harris tweeted, “It’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’”","false","But Vice President Kamala Harris didn’t post on X reacting to calls to prosecute Cheatle. ""I am DISGUSTED by @BoLoudon’s SEXIST call to prosecute our first DEI Secret Service Woman Director,"" reads what looks like an X post from Harris, referring to a conservative commentator and friend of Trump’s son, Barron. ""Bo is a 17 year old RACIST — it’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’ DO NOT follow him!’"" A July 28 Instagram post sharing an image of the purported X post was flagged as part of Meta’s efforts to combat false news and misinformation on its News Feed.","Viral image","https://www.politifact.com/factchecks/2024/jul/31/viral-image/no-this-isnt-an-authentic-x-post-from-harris-about/"
"Says Kamala Harris proposed on X that “we have the next debate at a venue Donald Trump feels more comfortable: Jeffrey Epstein’s townhouse.”","false","So, what Harris did post July 25 about Trump and debating? We rate claims Harris wrote an X post suggesting that she and Trump debate at Epstein’s house False. A supposed X post from Harris that same day appears to show the vice president connecting Trump to the deceased financier and convicted sex offender Jeffrey Epstein.","Viral image","https://www.politifact.com/factchecks/2024/jul/31/viral-image/vice-president-kamala-harris-didnt-suggest-debatin/"
"Vice President Kamala Harris “endorsed free taxpayer-funded government health care for all illegal aliens.”","barely-true","Harris has not expressly said she supports free, taxpayer-supported health coverage for immigrants who are in the country illegally. Harris signaled in 2019 that her Medicare for All proposal would cover immigrants who are in the country illegally. Republicans have sought to portray Harris as extreme on immigration and assert that  she supports free, taxpayer-funded health benefits for immigrants who are in the country illegally.","Donald Trump","https://www.politifact.com/factchecks/2024/jul/31/donald-trump/gop-charge-that-kamala-harris-backed-taxpayer-fund/"
"Sen. JD Vance is “known for his obsession with couches.”","pants-fire","Pritzker’s claim referred to the false assertion that Vance wrote in his bestselling 2016 book, ""Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"" that he had a sexual encounter with a couch. Pritzker’s claim that Vance has an ""obsession with couches"" is unfounded. NewsGuard, a company that monitors online misinformation, found the claim originated with a satirical X post that said Vance had written about pleasuring himself with a couch.","JB Pritzker","https://www.politifact.com/factchecks/2024/jul/31/jb-pritzker/pritzker-repeats-a-baseless-claim-about-jd-vance-a/"
"Este video muestra un robo de votos en la elección del 2024 en Venezuela.","false","Después de la elección del 28 de julio, el Secretario de Estado de Estados Unidos, Anthony Blinken, quien estaba en Tokio, expresó preocupación de que el resultado de la elección venezolana ""no refleje la voluntad o los votos del pueblo venezolano"". The New York Times reportó el 28 de julio que ""en algunos centros de votación clave, los funcionarios electorales se negaron a entregar los recuentos en papel a los observadores electorales"" y que hubo reportes de intimidación de votantes e irregularidades. Las autoridades electorales de Venezuela declararon a Nicolás Maduro el ganador de las elecciones presidenciales del país, pero los candidatos de oposición cuestionan la integridad de los resultados.","Instagram posts","https://www.politifact.com/factchecks/2024/jul/30/instagram-posts/este-video-no-muestra-a-hombres-robando-urnas-elec/"
"Video shows “thousands of Christians in France gathered to pray after Olympics opening mocked Jesus Christ.”","false","""Breaking: Thousands of Christians in France gathered to pray after Olympics opening mocked Jesus Christ,"" read text across a video shared in a July 29 Instagram post. Some X users shared a different video and claimed it, too, showed people gathered in Paris for a ""worship service"" in response to the Olympics opening ceremony. Nevertheless, some social media users shared a video that they claimed showed thousands gathering in France to pray in response.","Instagram posts","https://www.politifact.com/factchecks/2024/jul/30/instagram-posts/no-this-video-doesnt-show-christians-praying-after/"
