claim,verdict,explanation,source,link,id
"""Taylor Swift unexpectedly lost a $125 million brand contract after a massive advertising campaign” endorsing Vice President Kamala Harris.",false,"But PolitiFact found no credible news stories in the Nexis database or public statements by Swift saying she lost millions of dollars in a brand contract for supporting Harris. ""Hot News: Taylor Swift unexpectedly lost a $125 million brand contract after a massive advertising campaign,"" the post said. The Facebook post’s image of Swift is from a 2020 documentary about the making of her album ""Folklore.""",Facebook posts,https://www.politifact.com/factchecks/2024/sep/20/facebook-posts/taylor-swift-did-not-lose-a-125-million-brand-cont/,543f4b19-310e-4f24-8f55-fe7f3bc398b9
Video shows Vice President Kamala Harris “hammered.”,pants-fire,"Let’s break that down."" Let’s break that down. The video clip in the Instagram post is about 5 seconds longer than the length of Harris’ actual remarks.",Viral image,https://www.politifact.com/factchecks/2024/sep/24/viral-image/sober-seriously-altered-video-slows-kamala-harris/,059a1fd7-993b-4ae4-93c6-0aaf4dcd6e4a
Former President Donald Trump “started out with $400 million on a silver platter and then filed for bankruptcy six times.”,half-true,"A comprehensive New York Times review of the Trump family finances in 2018 found that Donald Trump received $413 million from Fred Trump or his estate over the course of his lifetime. When Fred Trump brought Donald Trump into the family business following his college graduation as vice president of multiple subsidiaries, the elder Trump ""telegraphed what had become painfully obvious to his family and employees: He did not consider his eldest son, Fred Trump Jr., a viable heir apparent."" Fred Trump set up ground leases for two of his developments in Brooklyn, the first of which became active when Donald Trump was 3 years old, the Times reported.",Kamala Harris,https://www.politifact.com/factchecks/2024/sep/20/kamala-harris/kamala-harris-exaggerates-scale-of-donald-trumps-i/,bdee3697-8684-4fa1-adf9-2198e9a36480
"Video muestra policías entrando en una casa en Inglaterra ""por comentarios en redes sociales"".",false,"El comunicado incluye un video mostrando varias de las casas a las que entraron, la puerta en una de ellas se parece a la del video en Instagram. Fleur Armitage, una portavoz de la Policía de Gran Manchester, le dijo a PolitiFact que el video en Instagram no muestra lo que la publicación dice. El 29 de julio en la ciudad de Southport, en el noroeste de Inglaterra, tres niñas fueron apuñaladas mortalmente y cinco menores y dos adultos fueron heridos gravemente en un centro comunitario, según la policía local.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/14/instagram-posts/este-video-es-de-redada-por-trafico-de-drogas-en-i/,eeb3ae47-8d6b-489f-af19-910d04e9c2b1
"En el sur de Filadelfia, la campaña de Kamala Harris “está pagando a la gente $700 por semana para viajar y asistir a todos sus eventos”.",false,"""Acabo de salir de mi salón de manicura y mi técnico de uñas... dijo que su primo está en el sur de Filadelfia y escuchen esto, le pagan $700 por semana para ir a donde la campaña de Kamala les diga que vayan"", dijo la mujer en inglés en la publicación del 21 de septiembre. Reuters también calificó como falsa una afirmación que sugería que los autobuses de la campaña de Harris se utilizaron para llevar a las personas a un evento de campaña el 12 de septiembre en Charlotte, Carolina del Norte. El clip muestra a una mujer contando una historia en inglés sobre cómo la campaña de Harris supuestamente le paga a la prima de su manicurista para que asista a los eventos de campaña de la candidata presidencial demócrata.",TikTok posts,https://www.politifact.com/factchecks/2024/sep/27/tiktok-posts/la-campana-de-kamala-harris-no-esta-pagando-a-la-g/,71c7983f-eb9c-4c6e-a1fc-4580d41074cf
“Caitlin Clark declines $1 million offer from ABC to appear on ‘The View.’”,false,"""BREAKING: Caitlin Clark declines $1 million offer from ABC to appear on ‘The View,’"" an Aug. 5 Facebook post said. We rate claims Clark turned down a $1 million ""The View"" appearance False. The Facebook post resharing the claim did not label it as satire.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/09/facebook-posts/caitlin-clark-didnt-turn-down-a-1-million-appearan/,8d970d09-12f7-4fb0-97b8-9fce5eb04687
"“Less than three months ago, Kamala Harris and her administration blocked 300,000 unvetted Haitian migrants from being deported out of our country.""",barely-true,"Trump Jr. is inaccurate that the Haitians granted Temporary Protected Status are ""unvetted."" But the Temporary Protected Status program is also available to people who don’t have deportation orders. Trump Jr.'s claim that Temporary Protected Status recipients are unvetted is inaccurate.",Donald Trump Jr.,https://www.politifact.com/factchecks/2024/sep/30/donald-trump-jr/biden-administration-prevented-haitians-deportatio/,5585afff-9b9b-4df9-9404-76acecb51f08
Democrats dyed the “Chicago River red to celebrate abortion.”,pants-fire,"""DNC has dyed Chicago River red to celebrate abortion."" ""The #DNC2024CHICAGO dyed the river red to celebrate abortion."" Yet another claimed that the city of Chicago had dyed the river to celebrate abortion.",X posts,https://www.politifact.com/factchecks/2024/aug/20/tweets/the-chicago-river-isnt-a-red-river-democrats-didnt/,c0df4b8e-8c1b-4ff8-8016-b2a8bf996aaf
"Immigrants get $2,000 each time they cross the border illegally.",false,"The federal government does not give migrants $2,000 every time they cross the border illegally, despite claims made by Joe Rogan on his podcast. We rate the claim that immigrants get $2,000 each time they cross the border illegally False. People who cross the border illegally a second time can also be fined and imprisoned for up to two years.",Instagram posts,https://www.politifact.com/factchecks/2024/sep/12/instagram-posts/no-the-federal-government-is-not-paying-immigrants/,ea95ba80-1d73-494e-bbe0-26bc82206a73
"Bill Gates dijo que ""estamos tomando cosas que son ya sabes organismos genéticamente modificados y los estamos inyectando en los brazos de niños pequeños"" en el contexto de las vacunas.",false,"""Estamos tomando cosas que son ya sabes organismos genéticamente modificados y los estamos inyectando en los brazos de niños pequeños y los inyectamos directamente en la vena"", dice Gates en la publicación del 20 de septiembre. Bill Gates aludió a la necesidad de realizar pruebas de seguridad a los alimentos con organismos genéticamente modificados, semejante a las pruebas que se hacen con los medicamentos. Este video también mostraba a Gates diciendo que inyectaban a los niños con organismos modificados, sin explicar que él estaba aludiendo a la necesidad de realizar más pruebas a los alimentos genéticamente modificados.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/26/facebook-posts/video-saca-de-contexto-comentario-de-bill-gates-so/,e7e71df9-3db5-4efa-b498-f2aec3663634
"""Mike Pence endorsed Kamala Harris.”",false,"We found no evidence that Pence has publicly endorsed Harris for president and a spokesperson for an organization Pence founded said he doesn’t plan to endorse her. Pence has said he will not endorse Trump for president. But some social media posts are claiming that Pence has endorsed Vice President Kamala Harris, the presumptive Democratic nominee for president.",TikTok posts,https://www.politifact.com/factchecks/2024/jul/29/tiktok-posts/mike-pence-didnt-endorse-kamala-harris-for-preside/,2b2e46b7-c884-4969-9b4a-455e7669f186
Video shows “people attempting to flee Florida & Hurricane Milton.”,false,"""People attempting to flee Florida & Hurricane Milton,"" an Oct. 9 Threads post sharing the video said. We rate claims that a video shows people stuck on bridges during Hurricane Milton False. ""Heavy traffic jam due to waterlogging in Mumbai,"" another Sept. 25 Instagram post said.",Threads posts,https://www.politifact.com/factchecks/2024/oct/11/threads-posts/flooding-footage-shows-mumbai-india-not-florida-du/,52a3da4c-0be0-4869-ab42-3072bb62f48f
The “‘Inflation Reduction Act’ increased inflation and drove prices sky high!”,false,"A Sheehy post said the Inflation Reduction Act that Tester supported ""increased inflation and drove prices sky high!"" It doesn’t mean that the Inflation Reduction Act caused inflation to ease. Tester voted for the Inflation Reduction Act in August 2022.",Tim Sheehy,https://www.politifact.com/factchecks/2024/sep/17/tim-sheehy/montana-senate-candidate-tim-sheehy-wrongly-blames/,8d555d0b-fe25-4641-8469-565ad444870e
"Rep. Ruben Gallego is “controlled by the cartels. His own father was a Colombian drug trafficker, and so he’s got links to the cartel.”",pants-fire,"But Gallego’s father has been largely absent from Gallego’s life since Gallego was in junior high school and his parents divorced. Gallego wrote that his father was almost entirely absent from his life after the divorce, making Lake’s accusation that Gallego has ""links to the cartel"" through his father dubious. Speaking Sept. 27 with Newsmax host Greg Kelly, Lake theorized a connection between Gallego and drug cartels because his father was arrested for drug crimes when Gallego was a child.",Kari Lake,https://www.politifact.com/factchecks/2024/oct/03/kari-lake/in-arizona-senate-race-kari-lake-fabricates-link-b/,37b278d8-76dd-461f-be22-7ab4df6d7202
“Serena Williams reportedly passes away following tragic car crash in Texas.”,pants-fire,"""‘FAREWELL TO A TENNIS LEGENDS’: Serena Williams reportedly passes away following tragic car crash in Texas. The posts featured images of Williams and an aerial shot of a crash scene. Details surrounding the crash remain scarce, but early reports indicate that Williams was involved in a severe accident that occurred earlier this morning.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/27/facebook-posts/serena-williams-death-hoax-spreads-on-social-media/,8adf5429-2d18-469c-9eeb-6959542b843a
